data_source,time_scale,time_id,k,theta,num_matches,mdd,med,dist90,log_like,iteration
simulation_subsample,monsoonal,SWM,-2.29617226799559,5,0,4.80081772733935,4.5772,8.9857,-110.139612779487,222
genetics,annual,2012,-3.4784432975727,5,1,15.6591794732177,14.9299,29.3093,-7.18882185941938,222
genetics,annual,2013,-3.27422041182499,5,23,12.7666258080048,12.1721,23.8953,-130.756082348936,222
genetics,annual,2014,-3.35808850951024,5,18,13.8835197160643,13.2369,25.9858,-112.03912450657,222
genetics,total_years,2012-4,-3.33290011590415,5,42,13.5381836454169,12.9077,25.3394,-253.751368964198,222
genetics,monsoonal,NEM,6.72267843123095,0.15,4,3453.91458099288,266.6983,6028.4409,-19.079009625401,222
genetics,monsoonal,SWM,-3.36861526632484,5,13,14.0304400926671,13.377,26.2608,-90.6137003180269,222
simulation,annual,2012,-1.75731992243825,1.28436049316554,165528,4.33569232946221,3.2793,9.577,-1262788.69939547,223
simulation,annual,2013,-1.87631613725057,1.36664496622948,144770,4.62404351276989,3.5631,10.1102,-1225171.73636821,223
simulation,annual,2014,-1.66883845747067,1.21436331399126,152904,4.19155050750878,3.1145,9.345,-1101765.41594883,223
simulation,total_years,2012-4,-1.77508799698978,1.29103993400153,463202,4.39230854604492,3.3275,9.6937,-3590874.15444845,223
simulation,monsoonal,NEM,-1.72152819685423,1.25077902073889,440787,4.2899301736862,3.218,9.5175,-3052704.09800685,223
simulation,monsoonal,SWM,-1.98983572799103,1.47649632738109,22415,4.87809582642128,3.841,10.5327,-536446.356006971,223
simulation_subsample,annual,2012,0.0280292918304733,0.623506729199491,3,2.65685663250838,1.4548,6.5604,-89.0657212455677,223
simulation_subsample,annual,2013,-2.31217568327777,5,17,4.87826526677896,4.6511,9.1307,-443.135570785087,223
simulation_subsample,annual,2014,-2.33460624534913,5,13,4.98892392701647,4.7566,9.3378,-475.506718995732,223
simulation_subsample,total_years,2012-4,-2.3224102486089,5,33,4.92844855538509,4.6989,9.2246,-1107.99644992982,223
simulation_subsample,monsoonal,NEM,-2.32809370348193,5,33,4.9565389198895,4.7257,9.2772,-921.306387748213,223
simulation_subsample,monsoonal,SWM,-2.2813776042186,5,0,4.73031406816995,4.51,8.8537,-186.121762491459,223
genetics,annual,2012,-3.30233926404665,3.7602352819254,3,13.353656787383,12.4083,25.5618,-17.3556614382008,223
genetics,annual,2013,-3.27311306696342,5,22,12.7524965749273,12.1586,23.8689,-120.654017095475,223
genetics,annual,2014,-3.42193882371241,5,10,14.7988994864763,14.1097,27.6991,-69.9979984499101,223
genetics,total_years,2012-4,-3.34975068459494,5,35,13.7682426074694,13.127,25.7701,-215.030883306518,223
genetics,monsoonal,NEM,-1.11264172246755,0.639940891858941,7,7.69944978430821,4.2841,18.9517,-33.0709753222167,223
genetics,monsoonal,SWM,-3.3877066759185,5,11,14.3008742418305,13.6349,26.767,-72.8796354717634,223
simulation,annual,2012,-1.76265098931023,1.28824465282838,165166,4.34669602626059,3.2907,9.5965,-1262789.73675274,224
simulation,annual,2013,-1.87113041923415,1.3614903425404,144687,4.61465719168899,3.5519,10.0959,-1224767.57177062,224
simulation,annual,2014,-1.67087541666883,1.21718550698963,152887,4.19014616314091,3.1158,9.3382,-1100326.29544552,224
simulation,total_years,2012-4,-1.77525783228404,1.29138254680839,462740,4.3919824527146,3.3275,9.6926,-3588962.4430824,224
simulation,monsoonal,NEM,-1.7229203695372,1.25211113133749,440342,4.29146545555644,3.2202,9.5192,-3052826.41670603,224
simulation,monsoonal,SWM,-1.98734248410409,1.47346314643526,22398,4.87320140122891,3.8351,10.5257,-534466.159845188,224
simulation_subsample,annual,2012,-0.858536452725457,0.812072105578897,3,3.35772819606332,2.1258,7.9934,-98.2839043396473,224
simulation_subsample,annual,2013,-2.35485215792038,5,15,5.09095865244517,4.8539,9.5288,-468.934845309159,224
simulation_subsample,annual,2014,-2.30923555450595,5,13,4.86394360279656,4.6374,9.1039,-461.392140983281,224
simulation_subsample,total_years,2012-4,-2.32980448168328,5,31,4.96502571607082,4.7338,9.2931,-1125.03338148169,224
simulation_subsample,monsoonal,NEM,-2.33329228853679,5,30,4.98237300119563,4.7503,9.3255,-982.243199974712,224
simulation_subsample,monsoonal,SWM,-2.30329228402115,5,1,4.83512160364958,4.6099,9.0499,-142.566942666633,224
genetics,annual,2012,-3.18466777733284,3.13294668163113,4,12.1290766801436,11.0317,23.6386,-22.2580083512457,224
genetics,annual,2013,-3.29754731523048,5,18,13.06793226563,12.4593,24.4593,-100.289456241838,224
genetics,annual,2014,1.82979066045707,0.266952527577259,14,67.146305215683,16.0341,162.237,-85.8901638656821,224
genetics,total_years,2012-4,-3.3439466685894,5,36,13.6885629616552,13.0511,25.6209,-212.823528296229,224
genetics,monsoonal,NEM,-2.99174513389693,2.45334784550939,7,10.5064014795204,9.2196,21.0692,-34.0417596338862,224
genetics,monsoonal,SWM,-3.36005604468064,5,14,13.9108629199314,13.263,26.037,-86.6975401665731,224
simulation,annual,2012,-1.75832309321693,1.28428599474944,165691,4.34027772234299,3.2828,9.5872,-1262526.89961711,225
simulation,annual,2013,-1.86989331161136,1.3616273906088,145211,4.60856346388425,3.5473,10.0824,-1222422.65689305,225
simulation,annual,2014,-1.67619704946217,1.21963428029957,151756,4.2038938477459,3.1281,9.3657,-1103395.99499658,225
simulation,total_years,2012-4,-1.77486958340324,1.29084754573226,462658,4.39195156981526,3.3271,9.6932,-3589345.52270728,225
simulation,monsoonal,NEM,-1.72291879321744,1.25186876124363,440119,4.29226543406384,3.2206,9.5213,-3052769.60551822,225
simulation,monsoonal,SWM,-1.98447080186602,1.47027306121482,22539,4.86689564613055,3.8279,10.5157,-534940.168865295,225
simulation_subsample,annual,2012,-1.14369068519691,0.900093606783537,3,3.69577906495116,2.4526,8.657,-102.320474658014,225
simulation_subsample,annual,2013,-2.33808043760455,3.27752159504119,17,5.16909893302344,4.7282,10.0268,-499.095207013657,225
simulation_subsample,annual,2014,-2.33054192811321,5,12,4.9686885069497,4.7373,9.2999,-470.176046349485,225
simulation_subsample,total_years,2012-4,-2.3546701637335,3.85038718925128,32,5.16574929569655,4.812,9.8674,-1170.90779699736,225
simulation_subsample,monsoonal,NEM,-2.35817088667008,3.76366380217415,32,5.19418390454183,4.8269,9.942,-1048.8051677394,225
simulation_subsample,monsoonal,SWM,-2.30935875392481,5,0,4.86454287473598,4.638,9.105,-118.400442333131,225
genetics,annual,2012,-3.12139287681125,2.90482456970962,5,11.5266621561239,10.378,22.6514,-25.7986994069819,225
genetics,annual,2013,-3.25338464323493,5,27,12.5033753831174,11.9211,23.4026,-141.841177181174,225
genetics,annual,2014,5.89933429246923,0.15,11,7868.42016186394,607.567,13733.4239,-71.5844096173466,225
genetics,total_years,2012-4,-3.32794997792907,5,43,13.4713333640059,12.8439,25.2143,-251.880335928134,225
genetics,monsoonal,NEM,0.0233371379835414,0.435760777375133,5,11.0766503586749,4.6384,28.1072,-24.7429749733723,225
genetics,monsoonal,SWM,-3.33303726461831,5,20,13.5400405172268,12.9095,25.3429,-118.88445104894,225
simulation,annual,2012,-1.75853710401572,1.28596816713232,165311,4.33593917692906,3.2808,9.5755,-1261220.84602127,226
simulation,annual,2013,-1.86992482843442,1.36075825349851,144637,4.61117455357789,3.5487,10.0891,-1224496.07793822,226
simulation,annual,2014,-1.67136284880662,1.21546376950417,152784,4.19825255843146,3.1204,9.3585,-1102395.05291109,226
simulation,total_years,2012-4,-1.77363841146958,1.28982491796704,462732,4.38975052524727,3.3246,9.6896,-3589171.06806168,226
simulation,monsoonal,NEM,-1.72275031849445,1.25171279807925,439902,4.29206170897451,3.2204,9.5211,-3050809.13630478,226
simulation,monsoonal,SWM,-1.97953336472609,1.46517322073362,22830,4.85525096575978,3.8151,10.4964,-536790.53122941,226
simulation_subsample,annual,2012,-0.849823293731084,0.809119761185256,3,3.35293450443011,2.119,7.9865,-98.4145342801642,226
simulation_subsample,annual,2013,-2.31228891914728,5,16,4.87881769266475,4.6516,9.1317,-445.397299760427,226
simulation_subsample,annual,2014,-2.32792091933496,5,13,4.95568258252319,4.7249,9.2756,-470.917923041247,226
simulation_subsample,total_years,2012-4,-2.32400829626773,5,32,4.93633074744257,4.7064,9.2393,-1109.59667546985,226
simulation_subsample,monsoonal,NEM,-2.32390400871686,5,29,4.93581597644121,4.7059,9.2384,-984.131663288526,226
simulation_subsample,monsoonal,SWM,-2.32473771941211,5,3,4.93993273486483,4.7099,9.2461,-125.46483302658,226
genetics,annual,2012,-3.4784432975727,5,1,15.6591794732177,14.9299,29.3093,-7.18882185941938,226
genetics,annual,2013,-3.33663661120433,5,11,13.5888636287771,12.956,25.4343,-67.7520042717766,226
genetics,annual,2014,2.43830190265525,0.265501744752518,19,38.6245431724352,9.1505,93.1918,-99.3008550767455,226
genetics,total_years,2012-4,1.16739864389084,0.315542026440259,31,28.5791532941839,8.5307,71.3386,-181.207442077634,226
genetics,monsoonal,NEM,-3.23246615742438,2.64799847934068,2,13.1210722191945,11.6547,26.0649,-12.6749103455045,226
genetics,monsoonal,SWM,-3.47753404254578,5,4,15.6449477566747,14.9163,29.2827,-30.596444298719,226
simulation,annual,2012,-1.76211951630453,1.28729100883322,165512,4.34736083912505,3.2905,9.5991,-1264024.47458663,227
simulation,annual,2013,-1.87234259811219,1.36267018408279,144700,4.61690683783027,3.5545,10.0994,-1224172.31310329,227
simulation,annual,2014,-1.67149263519673,1.2163983792008,152455,4.19550160560204,3.1192,9.3512,-1101256.54900342,227
simulation,total_years,2012-4,-1.77585818036968,1.29130155646529,462667,4.39487346038392,3.3296,9.6991,-3590524.57343749,227
simulation,monsoonal,NEM,-1.72316493289965,1.25179836215109,440367,4.29355655504075,3.2215,9.5243,-3052411.31807091,227
simulation,monsoonal,SWM,-1.98814734924845,1.47313849769824,22300,4.87790585545549,3.8385,10.5362,-536431.100020951,227
simulation_subsample,annual,2012,-0.361456847129259,0.692676483524176,2,2.92860410036884,1.7068,7.1348,-93.9190114776793,227
simulation_subsample,annual,2013,-2.35051341382695,5,19,5.06891813432161,4.8328,9.4875,-462.767067984031,227
simulation_subsample,annual,2014,-2.30865218150654,5,12,4.86110693692561,4.6347,9.0985,-470.029858464065,227
simulation_subsample,total_years,2012-4,-2.33391012262562,5,33,4.98545223220806,4.7533,9.3313,-1128.60957520787,227
simulation_subsample,monsoonal,NEM,-2.33098756663625,5,32,4.97090323940576,4.7394,9.3041,-1008.75886419266,227
simulation_subsample,monsoonal,SWM,-2.36008422593666,5,1,5.11766469738236,4.8793,9.5787,-119.673678543338,227
genetics,annual,2012,-3.39655645607374,4.59464509641099,2,14.4766878831562,13.7097,27.2585,-11.8249590424137,227
genetics,annual,2013,-3.2553099934379,5,24,12.5274719491694,11.944,23.4477,-119.220314853434,227
genetics,annual,2014,-3.37927101081268,5,15,14.1807442565429,13.5203,26.5421,-98.8856435598641,227
genetics,total_years,2012-4,-3.33269904747124,5,41,13.5354618176929,12.9051,25.3344,-238.444513898171,227
genetics,monsoonal,NEM,8.08095383402792,0.15,8,888.018992354496,68.5692,1549.935,-26.7666067036584,227
genetics,monsoonal,SWM,-3.37729475257499,5,11,14.1527471177896,13.4936,26.4897,-69.0358723156252,227
simulation,annual,2012,-1.7609127247046,1.28651626724716,165768,4.3445370717034,3.2877,9.5938,-1263101.63123045,228
simulation,annual,2013,-1.87510012191591,1.36481834959705,144519,4.62357082391688,3.5613,10.1113,-1224665.39449071,228
simulation,annual,2014,-1.66825979794897,1.21393615109036,152115,4.19063553042135,3.1135,9.3435,-1102603.60510754,228
simulation,total_years,2012-4,-1.775524822734,1.29090545454212,462402,4.39464885891682,3.3291,9.6991,-3591506.87473162,228
simulation,monsoonal,NEM,-1.72088828955743,1.24986816329798,440172,4.2902266085426,3.2175,9.5193,-3055308.38474131,228
simulation,monsoonal,SWM,-1.99451772811949,1.4806312604888,22230,4.89110915680373,3.8542,10.5561,-534404.844364942,228
simulation_subsample,annual,2012,-0.858536452725457,0.812072105578897,3,3.35772819606332,2.1258,7.9934,-98.2839043396473,228
simulation_subsample,annual,2013,-2.37389567902116,4.38316645322116,18,5.21891086026346,4.9223,9.862,-483.027582678351,228
simulation_subsample,annual,2014,-2.3142219380054,5,13,4.88825766014815,4.6606,9.1494,-471.342454493094,228
simulation_subsample,total_years,2012-4,-2.35380652839243,5,34,5.08563817786006,4.8488,9.5188,-1150.71846275122,228
simulation_subsample,monsoonal,NEM,-2.34743891032864,3.91451468030432,32,5.121561058627,4.7789,9.7688,-996.50648350319,228
simulation_subsample,monsoonal,SWM,-2.36612298899193,5,2,5.14866190850647,4.9089,9.6368,-165.011728455018,228
genetics,annual,2012,-3.39655645607374,4.59464509641099,2,14.4766878831562,13.7097,27.2585,-11.8249590424137,228
genetics,annual,2013,-0.238369912583081,0.485586766982125,19,8.62809610214939,3.9585,21.7972,-106.543517155022,228
genetics,annual,2014,1.83471127024869,0.245548226674768,10,164.11949561252,34.5415,386.9788,-67.4706896838415,228
genetics,total_years,2012-4,-3.35604499877944,5,31,13.8551775631531,13.2099,25.9328,-191.569777217545,228
genetics,monsoonal,NEM,-1.03709121125809,0.621051501642637,8,7.8002684605489,4.2607,19.2696,-38.5995190175802,228
genetics,monsoonal,SWM,-3.41438554709772,5,8,14.6875405579164,14.0035,27.4907,-54.9063825133794,228
simulation,annual,2012,-1.75344509550881,1.28111036529514,165816,4.32912026457667,3.2718,9.5665,-1262037.13009484,229
simulation,annual,2013,-1.86934259635071,1.36176840884756,144799,4.60562684167485,3.5452,10.0758,-1222733.15876387,229
simulation,annual,2014,-1.67088383217443,1.21613520052698,152631,4.1938747118872,3.1177,9.3479,-1101999.38850312,229
simulation,total_years,2012-4,-1.77159996881541,1.28876261318385,463246,4.38414164738694,3.3195,9.6785,-3587814.47264001,229
simulation,monsoonal,NEM,-1.717119514852,1.24805521425491,441047,4.28014203928093,3.2084,9.4992,-3052687.98781487,229
simulation,monsoonal,SWM,-1.99064590409521,1.47720948484083,22199,4.88034522629769,3.8433,10.5368,-533338.16962551,229
simulation_subsample,annual,2012,-0.858536452725457,0.812072105578897,3,3.35772819606332,2.1258,7.9934,-98.2839043396473,229
simulation_subsample,annual,2013,-2.27900573772831,2.85232754543253,18,4.98087655502618,4.473,9.8084,-492.640742365493,229
simulation_subsample,annual,2014,-2.32480291258283,5,11,4.94025479524095,4.7102,9.2467,-475.220715344938,229
simulation_subsample,total_years,2012-4,-2.33628388969796,5,32,4.99730059161671,4.7646,9.3535,-1154.68548611003,229
simulation_subsample,monsoonal,NEM,-2.32996101155087,3.37226027949738,31,5.10873483512398,4.6892,9.8812,-1013.97109194575,229
simulation_subsample,monsoonal,SWM,-2.32049598154951,5,1,4.91902321285115,4.6899,9.2069,-154.93434200335,229
genetics,annual,2012,-3.1933317667118,3.14491428272413,4,12.2277369959781,11.1269,23.8212,-21.079393338164,229
genetics,annual,2013,-3.29021162562152,5,18,12.9724207205308,12.3683,24.2805,-100.262284074017,229
genetics,annual,2014,6.18097300526424,0.15,10,5937.08682189182,458.4374,10362.5033,-55.9029941188997,229
genetics,total_years,2012-4,0.724281986057965,0.343195339180951,32,23.4927643619463,7.7408,59.1967,-190.035815644428,229
genetics,monsoonal,NEM,0.183159336284951,0.420018092011466,7,11.4493430876162,4.6373,29.0688,-33.9246379348668,229
genetics,monsoonal,SWM,-3.41328331542435,5,9,14.6713603875387,13.9881,27.4604,-58.7037548219296,229
simulation,annual,2012,-1.76002924655196,1.28678556592579,165637,4.33985960979114,3.2844,9.5832,-1261146.79807359,230
simulation,annual,2013,-1.87073739080495,1.36223371535549,143967,4.61073686426962,3.5495,10.0864,-1224781.29736526,230
simulation,annual,2014,-1.67229262226096,1.21679606883384,152613,4.19745862031019,3.121,9.355,-1101136.65546002,230
simulation,total_years,2012-4,-1.77482991453729,1.29112874593685,462217,4.39089721703559,3.3265,9.6905,-3588115.15690073,230
simulation,monsoonal,NEM,-1.72171059890076,1.25138395700367,439607,4.28869616736654,3.2176,9.514,-3050107.92192381,230
simulation,monsoonal,SWM,-1.98928389142386,1.47479903208887,22610,4.87946229326266,3.8409,10.5376,-536286.960817891,230
simulation_subsample,annual,2012,-1.03333746676072,0.8688360022336,3,3.51955239842761,2.2994,8.2908,-98.5638012469531,230
simulation_subsample,annual,2013,-2.30463703081658,5,13,4.84162799167325,4.6161,9.0621,-447.529315674693,230
simulation_subsample,annual,2014,-2.35337905678801,5,11,5.08346467653683,4.8467,9.5147,-484.210110926102,230
simulation_subsample,total_years,2012-4,-2.3263599019806,5,27,4.94795271081074,4.7175,9.2611,-1125.75310851441,230
simulation_subsample,monsoonal,NEM,-2.33070812957345,5,27,4.96951437886367,4.7381,9.3015,-1000.30520125156,230
simulation_subsample,monsoonal,SWM,-2.28375429496828,5,0,4.74156993241462,4.5207,8.8748,-124.994654433002,230
genetics,annual,2012,-3.12966881094345,2.77867709111397,4,11.7200957969953,10.4855,23.1491,-20.8802717692141,230
genetics,annual,2013,-3.32175204977337,5,14,13.3880972199297,12.7646,25.0585,-84.8960229545444,230
genetics,annual,2014,0.966848941760546,0.311768761575382,13,38.5141890927513,11.3268,95.9749,-82.0994488653697,230
genetics,total_years,2012-4,-0.0482350249211341,0.401573297484198,31,18.5229126189051,7.1911,47.0251,-192.245844043542,230
genetics,monsoonal,NEM,-1.281645218396,0.608257774085369,5,10.6190705559021,5.7245,26.2967,-25.7875769779155,230
genetics,monsoonal,SWM,-3.40617379621973,5,9,14.5674238333792,13.889,27.2659,-58.721633747394,230
simulation,annual,2012,-1.75988746161552,1.28608428621047,165328,4.34143503442514,3.285,9.5875,-1262404.31698965,231
simulation,annual,2013,-1.87569158562811,1.36596709188288,144799,4.62306470826842,3.5618,10.1088,-1225394.56949013,231
simulation,annual,2014,-1.67189504060672,1.21667810160577,152898,4.19620525930357,3.1199,9.3524,-1101022.75793282,231
simulation,total_years,2012-4,-1.77650797542471,1.29208989012657,463025,4.39526357264671,3.3305,9.6989,-3589932.80443348,231
simulation,monsoonal,NEM,-1.72497093675103,1.25312556906292,440307,4.29689717328857,3.2251,9.53,-3055479.93917248,231
simulation,monsoonal,SWM,-1.9849666223368,1.47281553560103,22718,4.86319458477974,3.8267,10.5048,-532845.281521865,231
simulation_subsample,annual,2012,-0.900689787021712,0.82476535048038,3,3.39690950604238,2.1665,8.0674,-98.4742191699884,231
simulation_subsample,annual,2013,-2.36259862919596,5,17,5.13054876125554,4.8916,9.6029,-474.889094521662,231
simulation_subsample,annual,2014,-2.33816643166297,5,10,5.00671708037882,4.7735,9.3711,-473.792224306298,231
simulation_subsample,total_years,2012-4,-2.34715078773576,5,30,5.05190188362739,4.8166,9.4557,-1122.38483355662,231
simulation_subsample,monsoonal,NEM,-2.35237263955172,5,30,5.07835116366172,4.8418,9.5052,-994.517867408567,231
simulation_subsample,monsoonal,SWM,-2.31229961114541,5,0,4.87886985725324,4.6517,9.1318,-127.431995774207,231
genetics,annual,2012,-3.37022750091364,4.13551433472682,2,14.1851340532058,13.3076,26.9306,-10.5044428588846,231
genetics,annual,2013,-0.198076970861572,0.486461583692662,19,8.22262756009705,3.7779,20.7707,-96.4171822679101,231
genetics,annual,2014,6.87328671447894,0.15,15,2971.01880997973,229.4098,5185.5715,-76.1689592077191,231
genetics,total_years,2012-4,1.29347260760497,0.317671055825166,36,23.8705191727348,7.1839,59.6393,-194.563592334414,231
genetics,monsoonal,NEM,2.80621968559318,0.241940122198939,3,73.6385522166846,15.1386,172.7734,-13.3214892514843,231
genetics,monsoonal,SWM,2.50770503486971,0.208969082282497,8,650.32805554964,103.8994,1435.9439,-50.7099234913986,231
simulation,annual,2012,-1.75888126449234,1.28526123054668,165472,4.33964304148613,3.283,9.5846,-1263015.37505812,232
simulation,annual,2013,-1.87114641027147,1.36271088223277,144951,4.61127230496785,3.5502,10.087,-1223896.70151248,232
simulation,annual,2014,-1.66843662386802,1.21458784372161,152567,4.18907360202906,3.1129,9.3392,-1101820.86785617,232
simulation,total_years,2012-4,-1.77348373295068,1.29004969271901,462990,4.38836688951229,3.3237,9.6862,-3589812.28699508,232
simulation,monsoonal,NEM,-1.72061898340549,1.25037763109237,440538,4.28737006700314,3.2158,9.5123,-3054647.27977176,232
simulation,monsoonal,SWM,-1.98722527659627,1.47423498340812,22452,4.87078345362461,3.8337,10.5195,-533474.938111706,232
simulation_subsample,annual,2012,-0.858536452725457,0.812072105578897,3,3.35772819606332,2.1258,7.9934,-98.2839043396473,232
simulation_subsample,annual,2013,-2.28778016432806,2.76867616633777,16,5.05377278498793,4.519,9.9862,-505.355225394742,232
simulation_subsample,annual,2014,-2.31668013462198,5,10,4.90028873991067,4.6721,9.1719,-467.408577192165,232
simulation_subsample,total_years,2012-4,-2.33757654408556,5,29,5.00376455108528,4.7707,9.3656,-1156.6456043951,232
simulation_subsample,monsoonal,NEM,-2.34160962496498,5,27,5.02398588795527,4.79,9.4034,-1011.75359564079,232
simulation_subsample,monsoonal,SWM,-2.30735856063005,5,2,4.85482257317765,4.6287,9.0868,-144.598766500905,232
genetics,annual,2012,-1.89563741808973,0.859337970911333,5,8.5035559943643,5.528,20.0662,-27.7410675701002,232
genetics,annual,2013,-3.24031868295036,5,30,12.3410694275799,11.7663,23.0988,-155.704700984359,232
genetics,annual,2014,-3.37095299702756,5,13,14.0632778512078,13.4083,26.3223,-82.4735476951385,232
genetics,total_years,2012-4,-3.30965348875909,5,48,13.2270964806823,12.6111,24.7572,-271.004162126475,232
genetics,monsoonal,NEM,0.893089472570587,0.366685023906723,6,12.6120899400082,4.4671,31.9277,-27.7725828810008,232
genetics,monsoonal,SWM,-3.32464655106675,5,20,13.4269052224604,12.8016,25.1312,-118.845010894109,232
simulation,annual,2012,-1.75442554588529,1.28233507486818,166012,4.32951001147438,3.2731,9.5658,-1261936.46851814,233
simulation,annual,2013,-1.87671006530369,1.36597500747786,144961,4.62775327901256,3.5654,10.1191,-1225577.89738553,233
simulation,annual,2014,-1.67482892052596,1.21854984776228,152582,4.20194609112025,3.1258,9.3628,-1102086.21625977,233
simulation,total_years,2012-4,-1.77574549955284,1.2913298056032,463555,4.3942898545654,3.3292,9.6977,-3590727.94703488,233
simulation,monsoonal,NEM,-1.72282982683982,1.25177042114448,441171,4.29221105106753,3.2205,9.5213,-3052499.6198427,233
simulation,monsoonal,SWM,-1.99005360918919,1.47442725679916,22384,4.88411234290359,3.8443,10.5481,-536515.457664638,233
simulation_subsample,annual,2012,-0.361456847129587,0.692676483524252,2,2.92860410036898,1.7068,7.1348,-93.9190114776793,233
simulation_subsample,annual,2013,-2.31608001672817,5,17,4.89734887117517,4.6693,9.1664,-456.296641445746,233
simulation_subsample,annual,2014,-2.35709160010996,5,13,5.10237233540829,4.8647,9.5501,-480.656608900901,233
simulation_subsample,total_years,2012-4,-2.34112263205177,5,32,5.02153983808459,4.7877,9.3988,-1136.05511217659,233
simulation_subsample,monsoonal,NEM,-2.34482402659672,5,32,5.04016097908357,4.8054,9.4337,-1006.33436284078,233
simulation_subsample,monsoonal,SWM,-2.31208957559978,5,0,4.87784522876872,4.6507,9.1299,-129.462370301432,233
genetics,annual,2012,-3.41562539624309,4.99832847404039,2,14.7059258397265,14.0207,27.5257,-13.139874161396,233
genetics,annual,2013,-3.26133607817159,5,23,12.6031914736314,12.0162,23.5894,-119.936476856429,233
genetics,annual,2014,3.02716406024361,0.228697023700591,14,116.397899001788,21.814,267.486,-77.9148644016041,233
genetics,total_years,2012-4,-3.33650185609624,5,39,13.5870325833642,12.9543,25.4309,-230.28740178424,233
genetics,monsoonal,NEM,1.19230293699039,0.348494860867375,7,13.1968761121759,4.4236,33.296,-29.2091389972367,233
genetics,monsoonal,SWM,-3.39636265334978,5,8,14.4251995889497,13.7534,26.9997,-54.418496866106,233
simulation,annual,2012,-1.75840024086804,1.28437000253623,165520,4.34034895034334,3.2829,9.5872,-1263412.24082228,234
simulation,annual,2013,-1.86754425319969,1.35806507879324,144712,4.60786930238256,3.5441,10.0852,-1224500.25878252,234
simulation,annual,2014,-1.67655887586137,1.21955194017968,152484,4.20570377124133,3.1294,9.3699,-1104008.14421521,234
simulation,total_years,2012-4,-1.7741055531382,1.28967495389788,462716,4.39227233396988,3.3264,9.6953,-3592910.34885809,234
simulation,monsoonal,NEM,-1.7218748980184,1.25061897995827,440479,4.29195194974438,3.2194,9.5222,-3055566.02929346,234
simulation,monsoonal,SWM,-1.98546682219959,1.47021780643826,22237,4.8718836909451,3.8317,10.5265,-535686.668243009,234
simulation_subsample,annual,2012,-1.60804464652562,1.11711614534565,3,4.32402520927903,3.1234,9.7752,-103.368106233369,234
simulation_subsample,annual,2013,-2.32917093764364,4.07320439524732,14,5.01377553797121,4.6967,9.5307,-478.688359300365,234
simulation_subsample,annual,2014,-2.30541535327084,5,12,4.84539780632973,4.6197,9.0691,-467.690420216508,234
simulation_subsample,total_years,2012-4,-2.33553978603695,4.30917226512639,29,5.02742264345716,4.7345,9.5129,-1145.93838541175,234
simulation_subsample,monsoonal,NEM,-2.33450996530823,4.1745961127739,28,5.03216876133623,4.7251,9.5462,-1033.21616339631,234
simulation_subsample,monsoonal,SWM,-2.29549743795419,5,1,4.79757908420342,4.5741,8.9796,-110.099208229574,234
genetics,annual,2012,-3.23872237686976,3.43474121871321,4,12.6482329907278,11.6348,24.4195,-22.6049488122205,234
genetics,annual,2013,-0.347727254597605,0.511058825553165,21,7.76418670691391,3.7068,19.5482,-109.135804873816,234
genetics,annual,2014,3.20919042327325,0.204680003076172,9,434.076146858923,66.7131,948.4923,-54.8559340497581,234
genetics,total_years,2012-4,-0.422291797685014,0.459896764419744,34,13.2727143927279,5.8237,33.6223,-197.949228143658,234
genetics,monsoonal,NEM,0.77089387030859,0.395316103779944,8,8.94457664126414,3.4199,22.703,-31.6882947846807,234
genetics,monsoonal,SWM,-3.39586238156048,5,12,14.4179848733502,13.7465,26.9862,-78.3832891338353,234
simulation,annual,2012,-1.75327000290861,1.28140256269759,165556,4.32744198277966,3.2708,9.5624,-1261274.11738412,235
simulation,annual,2013,-1.8740040652395,1.36465235613123,144629,4.61897434187301,3.5576,10.1015,-1224540.43737249,235
simulation,annual,2014,-1.67153709843936,1.2165983320096,152403,4.19498423254437,3.119,9.3498,-1102817.656895,235
simulation,total_years,2012-4,-1.77347451403959,1.28997652292803,462588,4.38855577557467,3.3238,9.6868,-3589745.20643244,235
simulation,monsoonal,NEM,-1.71925698471269,1.24942090327281,439967,4.28472731482586,3.213,9.5077,-3051126.50386773,235
simulation,monsoonal,SWM,-1.99114666131689,1.47725651724872,22621,4.88267239240225,3.8452,10.5418,-536844.868584911,235
simulation_subsample,annual,2012,-1.67179158521067,1.15845646575909,2,4.42070890754179,3.2337,9.9335,-103.486835086464,235
simulation_subsample,annual,2013,-2.30416398663414,3.15425865843164,19,5.02338990100318,4.5729,9.7831,-487.221881925051,235
simulation_subsample,annual,2014,-2.37754297219991,5,12,5.20779721778447,4.9653,9.7474,-488.759026499762,235
simulation_subsample,total_years,2012-4,-2.3560329203231,3.74786428081973,33,5.18507125068652,4.8163,9.9283,-1172.35981657669,235
simulation_subsample,monsoonal,NEM,-2.36088397647851,3.64251845598317,33,5.22445219836075,4.8379,10.03,-1041.34643470776,235
simulation_subsample,monsoonal,SWM,-2.30307014487127,5,0,4.83404765313459,4.6089,9.0479,-125.572180359025,235
genetics,annual,2012,-3.31419399476783,3.51278072016147,2,13.6051211290564,12.5475,26.2095,-11.8295815129232,235
genetics,annual,2013,-0.329116142655079,0.520692559809939,26,7.07362540564886,3.4249,17.7843,-139.829171915245,235
genetics,annual,2014,-3.3670066028863,5,14,14.0078879809056,13.3555,26.2186,-91.685394158734,235
