data_source,time_scale,time_id,k,theta,num_matches,num_recruits,mdd,med,dist90,log_like,iteration
genetics,monsoonal,NEM,-0.0276278721015718,0.459626735994059,6,56,8.9694188597653,3.9336,22.7218,-26.365028328078,113
genetics,monsoonal,SWM,-3.36899796899532,5,14,214,14.0358106071481,13.3821,26.2709,-91.6302799152697,113
simulation,annual,2012,-0.397150623028953,0.638677503117541,165375,340446,3.78624700756168,2.1042,9.3219,-725971.824142583,114
simulation,annual,2013,-0.640368917654469,0.679197891260295,145064,317731,4.07340968491907,2.3476,9.9501,-663317.76472343,114
simulation,annual,2014,0.0749889423072097,0.563890687696046,152173,297086,3.51261754855251,1.8007,8.769,-628064.211435558,114
simulation,total_years,2012-4,-0.315906861293394,0.622047686792549,462612,955263,3.77399339877865,2.0635,9.3214,-2020755.63684762,114
simulation,monsoonal,NEM,-0.43642127803652,0.657878918591713,440054,827053,3.62091699544281,2.0484,8.8817,-1863345.72104051,114
simulation,monsoonal,SWM,0.236138355411071,0.46753896875966,22558,128210,6.36227449232635,2.8303,16.1052,-128444.908914477,114
simulation_subsample,annual,2012,-0.917141026797134,0.833762584422673,3,63,3.38173635404359,2.1679,8.0179,-101.040423453391,114
simulation_subsample,annual,2013,-2.27197597618934,2.72186571171842,19,150,4.99188210638773,4.4525,9.8838,-488.500913885489,114
simulation_subsample,annual,2014,-2.32667852399376,5,13,181,4.94952948864923,4.719,9.264,-473.111409510363,114
simulation_subsample,total_years,2012-4,-2.34751955991372,5,35,394,5.05376522804152,4.8184,9.4591,-1151.55268196817,114
simulation_subsample,monsoonal,NEM,-2.35027738124745,5,35,351,5.06772184568619,4.8317,9.4853,-1050.91676849086,114
simulation_subsample,monsoonal,SWM,-2.3043894353189,5,0,43,4.84042937477328,4.615,9.0598,-100.350630819728,114
genetics,annual,2012,-3.30233926404665,3.7602352819254,3,63,13.353656787383,12.4083,25.5618,-17.3556614382008,114
genetics,annual,2013,-0.922675926561594,0.594074293381247,20,150,7.99354233826316,4.2439,19.8473,-113.806508353963,114
genetics,annual,2014,0.427317471230184,0.341610684525496,12,181,32.6859719430124,10.7138,82.3276,-71.1614215394954,114
genetics,total_years,2012-4,-3.34234278668508,5,35,394,13.6666257202997,13.0301,25.5799,-203.13865647405,114
genetics,monsoonal,NEM,-0.473608326040001,0.463257251229462,4,60,13.5019052095516,5.9606,34.1923,-19.4494091712015,114
genetics,monsoonal,SWM,-3.37171263450223,5,11,184,14.0739649027087,13.4185,26.3423,-67.1585723493533,114
simulation,annual,2012,-0.389418258733358,0.637335946756696,165657,340446,3.78008141327416,2.0981,9.3091,-726315.767686948,115
simulation,annual,2013,-0.616716656693151,0.673716581232219,144845,317731,4.06465920884727,2.3316,9.9394,-661850.46682307,115
simulation,annual,2014,0.0766528338848992,0.564002927674682,152530,297086,3.50433847176102,1.7967,8.7482,-629027.401363944,115
simulation,total_years,2012-4,-0.304879352540211,0.620152900379477,463032,955263,3.76718887562839,2.0558,9.308,-2020570.33094298,115
simulation,monsoonal,NEM,-0.421463853483548,0.654843133126857,440679,827743,3.61331004235432,2.0385,8.8683,-1864194.95608625,115
simulation,monsoonal,SWM,0.216614408240556,0.469706059125648,22353,127520,6.35132221855135,2.8363,16.0739,-127722.320653022,115
simulation_subsample,annual,2012,-0.858536452725457,0.812072105578897,3,63,3.35772819606332,2.1258,7.9934,-98.2839043396473,115
simulation_subsample,annual,2013,-2.3594693955228,4.98374469287207,18,150,5.115077022431,4.8757,9.576,-475.843245806455,115
simulation_subsample,annual,2014,-2.32230469322547,5,11,181,4.92792835856336,4.6984,9.2236,-473.29800056427,115
simulation_subsample,total_years,2012-4,-2.33635262077735,5,32,394,4.99764407328418,4.7649,9.3541,-1120.64329328244,115
simulation_subsample,monsoonal,NEM,-2.34232518554248,5,32,345,5.02758214071347,4.7934,9.4101,-989.1026619478,115
simulation_subsample,monsoonal,SWM,-2.24701143036412,5,0,49,4.57051287750864,4.3577,8.5546,-130.200784261092,115
genetics,annual,2012,-3.17590873742546,3.25798273132475,5,63,11.9570702229876,10.9292,23.2081,-28.5532445561058,115
genetics,annual,2013,-3.2573339778797,5,26,150,12.5528530342858,11.9682,23.4952,-138.539912222466,115
genetics,annual,2014,5.24005569776178,0.15,7,181,15212.7821862496,1174.6682,26552.1572,-43.3186595747766,115
genetics,total_years,2012-4,-3.33355577410273,5,38,394,13.5470629771031,12.9162,25.3561,-222.329099382793,115
genetics,monsoonal,NEM,7.00598640734473,0.15,3,57,2601.80441974132,200.9006,4541.1506,-11.2463122178284,115
genetics,monsoonal,SWM,-3.35507146091556,5,16,207,13.8416955868566,13.1971,25.9075,-100.622793740602,115
simulation,annual,2012,-0.383165849353737,0.636280844066431,165915,340446,3.77467968121658,2.0929,9.2977,-726673.07752421,116
simulation,annual,2013,-0.637886823471336,0.67822631661172,144602,317731,4.07869627662009,2.3487,9.9649,-661849.408530962,116
simulation,annual,2014,0.0867724169942943,0.562237197717614,152466,297086,3.50737956276633,1.7944,8.7585,-628603.177519808,116
simulation,total_years,2012-4,-0.305615385891092,0.620186033614639,462983,955263,3.76935241983621,2.0571,9.3132,-2020654.16101285,116
simulation,monsoonal,NEM,-0.42544132447593,0.655707805126906,440549,826982,3.61439731158424,2.0407,8.8694,-1863492.28406463,116
simulation,monsoonal,SWM,0.230488515820742,0.467819964562401,22434,128281,6.38063202833429,2.8399,16.1512,-128021.310658337,116
simulation_subsample,annual,2012,-0.858536452725457,0.812072105578897,3,63,3.35772819606332,2.1258,7.9934,-98.2839043396473,116
simulation_subsample,annual,2013,-2.33275772316336,5,15,150,4.97971030886668,4.7478,9.3205,-460.258480112603,116
simulation_subsample,annual,2014,-2.32655407923497,5,12,181,4.94891358396973,4.7184,9.2629,-471.791528255414,116
simulation_subsample,total_years,2012-4,-2.33346567433338,5,30,394,4.98323694880334,4.7512,9.3271,-1127.63795291693,116
simulation_subsample,monsoonal,NEM,-2.33806262549733,5,28,348,5.00619737925079,4.7731,9.3701,-953.054630455216,116
simulation_subsample,monsoonal,SWM,-2.28154452051151,2.72187313918115,2,46,5.03987353866716,4.4953,9.9788,-165.085259355883,116
genetics,annual,2012,-3.18466777733284,3.13294668163113,4,63,12.1290766801436,11.0317,23.6386,-22.2580083512457,116
genetics,annual,2013,-0.0679323967619183,0.468849817847466,20,150,8.51284215886248,3.7958,21.5462,-102.876405214891,116
genetics,annual,2014,1.20342249491236,0.309792884623635,18,181,32.0341607211423,9.3468,79.7524,-112.107016027047,116
genetics,total_years,2012-4,-0.0914905559519224,0.432432596106444,42,394,12.9232139119166,5.3747,32.798,-240.63867541783,116
genetics,monsoonal,NEM,0.0241165658485015,0.466484130081144,8,52,7.94734173834247,3.5288,20.1197,-31.8288748952554,116
genetics,monsoonal,SWM,0.0720438952810562,0.38259816552884,16,213,21.8982066587175,8.1044,55.5362,-101.445146207873,116
simulation,annual,2012,-0.400159799122328,0.639175538322992,165372,340446,3.78909489956648,2.1068,9.328,-724973.092769993,117
simulation,annual,2013,-0.631311126073531,0.676711284872688,144741,317731,4.07602457043721,2.3442,9.9613,-662578.970271011,117
simulation,annual,2014,0.0728352213342745,0.564474172974912,152525,297086,3.50749324330157,1.7994,8.7553,-628682.410937515,117
simulation,total_years,2012-4,-0.314160691663285,0.621670414063046,462638,955263,3.77431256039805,2.0629,9.3229,-2019684.61742425,117
simulation,monsoonal,NEM,-0.435536466189544,0.65748326777843,440101,827569,3.6237495716254,2.0493,8.8893,-1863589.91046803,117
simulation,monsoonal,SWM,0.277885807259973,0.463510968614259,22537,127694,6.35206236036831,2.8055,16.0856,-127572.616605581,117
simulation_subsample,annual,2012,-0.858536452725457,0.812072105578897,3,63,3.35772819606332,2.1258,7.9934,-98.2839043396473,117
simulation_subsample,annual,2013,-2.35353894793012,3.42948529190921,17,150,5.22008212807044,4.8009,10.0797,-494.705625750732,117
simulation_subsample,annual,2014,-2.33315952983923,5,11,181,4.98171159175017,4.7497,9.3243,-472.453084947721,117
simulation_subsample,total_years,2012-4,-2.36770110602966,4.01629223749258,31,394,5.21604865404842,4.8795,9.927,-1170.65496376172,117
simulation_subsample,monsoonal,NEM,-2.37397164470926,3.96104017437681,31,355,5.25437194788192,4.9086,10.0118,-1075.18996885692,117
simulation_subsample,monsoonal,SWM,-2.27848749755039,5,0,39,4.71666269240707,4.497,8.8282,-91.9301376616646,117
genetics,annual,2012,-1.73000827374631,0.525840576183771,1,63,27.6276464710716,13.4747,69.4059,-6.94179727468926,117
genetics,annual,2013,-3.25075517747623,5,27,150,12.4705413725506,11.8898,23.3411,-140.216786191331,117
genetics,annual,2014,2.96388874087966,0.239852331294502,16,181,69.5936060587561,14.1094,162.794,-85.2839539266891,117
genetics,total_years,2012-4,0.686243235606299,0.366952866946998,44,394,15.4365082957992,5.4717,39.0793,-251.502751448439,117
genetics,monsoonal,NEM,7.33415696015611,0.15,5,58,1873.92400441666,144.6967,3270.7192,-21.5708019243477,117
genetics,monsoonal,SWM,-3.37794175447178,5,13,197,14.1619069349096,13.5024,26.5069,-87.8621914281178,117
simulation,annual,2012,-0.395213530703011,0.638679680824797,166164,340446,3.77888246142318,2.1001,9.3037,-728311.064097021,118
simulation,annual,2013,-0.644311468007344,0.67978908337609,144782,317731,4.08013526594518,2.3526,9.9654,-662624.64414291,118
simulation,annual,2014,0.0855349076579476,0.562578157127101,152493,297086,3.5042566961606,1.7936,8.7501,-628388.453566609,118
simulation,total_years,2012-4,-0.312792218581995,0.621621797116672,463439,955263,3.77004112338399,2.0605,9.3124,-2022911.12596828,118
simulation,monsoonal,NEM,-0.432169994188226,0.657102904212689,440969,827664,3.61737126507,2.045,8.8743,-1866267.60555256,118
simulation,monsoonal,SWM,0.234811765345678,0.467721215480606,22470,127599,6.35928789786813,2.8299,16.0973,-127771.782670251,118
simulation_subsample,annual,2012,-0.785747100375238,0.798469867432636,3,63,3.23043739897574,2.0285,7.7102,-96.4180193981578,118
simulation_subsample,annual,2013,-2.32039420734675,5,17,150,4.91852260866008,4.6895,9.206,-458.539184076092,118
simulation_subsample,annual,2014,-2.34854050531556,5,12,181,5.05892748115392,4.8233,9.4688,-483.295537791651,118
simulation_subsample,total_years,2012-4,-2.33671911362704,5,32,394,4.99947600977768,4.7666,9.3575,-1137.65525487472,118
simulation_subsample,monsoonal,NEM,-2.34085809703294,5,32,346,5.02021164063407,4.7864,9.3963,-972.750855902475,118
simulation_subsample,monsoonal,SWM,-2.32876644936798,3.05078890168607,0,48,5.17468997427487,4.6902,10.1139,-157.607148682768,118
genetics,annual,2012,-3.37022750091364,4.13551433472682,2,63,14.1851340532058,13.3076,26.9306,-10.5044428588846,118
genetics,annual,2013,-3.28063296826837,5,23,150,12.8487555660074,12.2504,24.049,-137.679823286851,118
genetics,annual,2014,2.99347472194349,0.233808756513357,18,181,91.6501522761938,17.8228,212.4163,-108.617777239282,118
genetics,total_years,2012-4,-3.33727364035507,5,43,394,13.5975228888419,12.9643,25.4505,-266.826856990208,118
genetics,monsoonal,NEM,3.05499694019077,0.222633051407777,3,68,159.470445417418,28.5412,362.4611,-14.0887889274553,118
genetics,monsoonal,SWM,-3.34196232108455,5,18,185,13.6614270283623,13.0252,25.5701,-117.488528461258,118
simulation,annual,2012,-0.390578194285823,0.637075745952519,164914,340446,3.78896490199241,2.1025,9.3314,-723888.66893765,119
simulation,annual,2013,-0.64575250841343,0.680132360035163,144979,317731,4.08059240620282,2.3536,9.9658,-663490.436964169,119
simulation,annual,2014,0.0763718070312253,0.563767028496956,152536,297086,3.5104550541474,1.7993,8.7638,-629972.326439457,119
simulation,total_years,2012-4,-0.314756247102612,0.621684767448332,462429,955263,3.77629781869517,2.064,9.3277,-2020825.31914041,119
simulation,monsoonal,NEM,-0.434601264499705,0.657272225736572,440096,827408,3.62358617865557,2.0488,8.8893,-1864901.39224338,119
simulation,monsoonal,SWM,0.230846079281099,0.467998672944795,22333,127855,6.36714339617645,2.8348,16.1168,-127131.679870752,119
simulation_subsample,annual,2012,-1.61171665410685,1.12056373563267,2,63,4.32420106688947,3.1269,9.7706,-102.161495515753,119
simulation_subsample,annual,2013,-2.2541107204516,2.31929131421545,19,150,5.10432300001135,4.4366,10.3107,-512.28146123349,119
simulation_subsample,annual,2014,-2.3655564887151,5,12,181,5.1457459902952,4.9061,9.6313,-488.290799774576,119
simulation_subsample,total_years,2012-4,-2.34036136803462,3.04792827503261,33,394,5.23581859185348,4.745,10.2344,-1209.88434685727,119
simulation_subsample,monsoonal,NEM,-2.34191152823794,2.95764042070421,33,348,5.27000620390067,4.7567,10.3354,-1080.22053289498,119
simulation_subsample,monsoonal,SWM,-2.30254222145581,5,0,46,4.83149631970069,4.6065,9.0431,-121.99391242144,119
genetics,annual,2012,-3.31419399476783,3.51278072016147,2,63,13.6051211290564,12.5475,26.2095,-11.8295815129232,119
genetics,annual,2013,-3.22806228193892,5,28,150,12.1907354901943,11.623,22.8174,-137.239938881428,119
genetics,annual,2014,3.60284740597789,0.200043823168444,11,181,410.609729710289,60.4043,886.4051,-66.9277229319579,119
genetics,total_years,2012-4,-0.315784096210676,0.462208536543409,41,394,11.6535721926965,5.1348,29.5145,-234.99578297728,119
genetics,monsoonal,NEM,1.41427461497068,0.347017231753632,10,64,10.8907426117242,3.6333,27.4681,-40.5523995276693,119
genetics,monsoonal,SWM,-0.524700923717437,0.450290109117919,13,189,16.2702875771723,7.0117,41.2483,-81.5662624963019,119
simulation,annual,2012,-0.3956293009615,0.638597480898371,165859,340446,3.78186425602823,2.1016,9.3112,-726950.854106956,120
simulation,annual,2013,-0.631827059432471,0.676866721145198,144530,317731,4.07564539642575,2.3442,9.9601,-661492.19667498,120
simulation,annual,2014,0.0714257221373577,0.564849248711238,152691,297086,3.50430818308071,1.7986,8.7468,-629268.510582571,120
simulation,total_years,2012-4,-0.312831376899239,0.621603316384521,463080,955263,3.77052721304613,2.0607,9.3136,-2021180.23457577,120
simulation,monsoonal,NEM,-0.435256677686824,0.657802110873129,440563,827065,3.6178722693311,2.0465,8.8744,-1864304.36670747,120
simulation,monsoonal,SWM,0.260271116636878,0.464881715881515,22517,128198,6.37661997834067,2.8233,16.1457,-127754.78646118,120
simulation_subsample,annual,2012,-0.858536452725457,0.812072105578897,3,63,3.35772819606332,2.1258,7.9934,-98.2839043396473,120
simulation_subsample,annual,2013,-2.27287882773941,2.60548856678659,18,150,5.04445799634596,4.4695,10.0405,-501.816522119468,120
simulation_subsample,annual,2014,-2.33020606909765,5,12,181,4.96702000832498,4.7357,9.2968,-473.044235370933,120
simulation_subsample,total_years,2012-4,-2.35937269458356,4.32297818267962,33,394,5.14771470435291,4.8492,9.738,-1176.33855701502,120
simulation_subsample,monsoonal,NEM,-2.32779012327067,3.13576829598861,33,341,5.1479295128217,4.6827,10.0319,-1025.51618071003,120
simulation_subsample,monsoonal,SWM,-2.32516408440748,5,0,53,4.94203939833433,4.7119,9.25,-152.705946028038,120
genetics,annual,2012,-3.18466777733284,3.13294668163113,4,63,12.1290766801436,11.0317,23.6386,-22.2580083512457,120
genetics,annual,2013,0.208960301172443,0.462826265064957,29,150,6.85250185452406,3.0228,17.354,-144.167867693794,120
genetics,annual,2014,-3.3858604172733,5,10,181,14.2744954876221,13.6097,26.7176,-61.2701330160881,120
genetics,total_years,2012-4,-3.31273684771096,5,43,394,13.2679433241556,12.65,24.8336,-235.195950582408,120
genetics,monsoonal,NEM,3.40686977542881,0.256847419552666,8,58,20.739104783581,4.678,49.5844,-27.1147461746121,120
genetics,monsoonal,SWM,-3.37112432685857,5,12,194,14.0656875166433,13.4106,26.3268,-74.3679815780908,120
simulation,annual,2012,-0.38161860315687,0.636214052850594,165881,340446,3.76999709686669,2.0902,9.2862,-725618.630879521,121
simulation,annual,2013,-0.642234608361628,0.679307607758706,144828,317731,4.0792787824495,2.3512,9.9642,-662549.704379474,121
simulation,annual,2014,0.0759099641014138,0.564135828991183,152650,297086,3.50405596374184,1.7969,8.7473,-629300.823538322,121
simulation,total_years,2012-4,-0.310176973732172,0.621244525730323,463359,955263,3.76709652813353,2.0581,9.3058,-2020992.04567991,121
simulation,monsoonal,NEM,-0.430179897993708,0.656816420376272,440814,827476,3.61455136817067,2.0428,8.8679,-1864134.65646637,121
simulation,monsoonal,SWM,0.23622091701426,0.46786011223687,22545,127787,6.34165336778259,2.8227,16.0525,-128029.726219406,121
simulation_subsample,annual,2012,-0.886165263924405,0.821781643586558,3,63,3.3716871754533,2.1468,8.012,-96.5261953705492,121
simulation_subsample,annual,2013,-2.33188483989828,3.87140746614779,15,150,5.04707663846462,4.704,9.6361,-482.700071001776,121
simulation_subsample,annual,2014,-2.33874951105696,5,13,181,5.00963724520115,4.7763,9.3765,-479.620215746713,121
simulation_subsample,total_years,2012-4,-2.35238202228412,4.2431829595211,31,394,5.11758891947376,4.8126,9.6954,-1159.70048738158,121
simulation_subsample,monsoonal,NEM,-2.35553376484649,4.15775190919065,31,353,5.14045480928785,4.8249,9.7549,-1029.7968898055,121
simulation_subsample,monsoonal,SWM,-2.30392069068513,5,0,41,4.83816098116896,4.6128,9.0556,-127.405332193901,121
genetics,annual,2012,-3.23720400358831,3.49226647878799,4,63,12.6051349442852,11.6175,24.2968,-23.7969915530102,121
genetics,annual,2013,-3.23361557677828,5,29,150,12.2586225626801,11.6877,22.9445,-148.380936692677,121
genetics,annual,2014,0.355577185186429,0.352282690650308,10,181,28.259292002921,9.5863,71.3578,-57.4133888036802,121
genetics,total_years,2012-4,-3.316400529884,5,43,394,13.3166420224822,12.6965,24.9248,-243.103991232688,121
genetics,monsoonal,NEM,0.415846612428058,0.442532724934505,13,76,6.92039700602004,2.9377,17.5539,-52.9653084433122,121
genetics,monsoonal,SWM,-3.40634558076093,5,8,177,14.569926506553,13.8914,27.2706,-56.0078260872697,121
simulation,annual,2012,-0.39069311646217,0.637631391623477,165552,340446,3.77980972266273,2.0985,9.3079,-726061.545092372,122
simulation,annual,2013,-0.637102333822991,0.67814695468453,144984,317731,4.0767585719237,2.3474,9.9603,-663170.704008664,122
simulation,annual,2014,0.0744581571912522,0.564080950428483,152250,297086,3.5103401226456,1.8,8.763,-628361.671991694,122
simulation,total_years,2012-4,-0.312712989893489,0.62149021501078,462786,955263,3.77215317901083,2.0613,9.3179,-2021035.4203319,122
simulation,monsoonal,NEM,-0.434960220119616,0.657598200817898,440071,827012,3.61990791779585,2.0473,8.8797,-1863558.85629916,122
simulation,monsoonal,SWM,0.262068899961069,0.465063871787769,22715,128251,6.35358908826654,2.814,16.0871,-128572.504076847,122
simulation_subsample,annual,2012,-0.858536452725457,0.812072105578897,3,63,3.35772819606332,2.1258,7.9934,-98.2839043396473,122
simulation_subsample,annual,2013,-2.31978235065168,5,15,150,4.91551409815459,4.6866,9.2004,-458.204074572137,122
simulation_subsample,annual,2014,-2.31319515445795,5,13,181,4.88324105353231,4.6558,9.14,-466.351004904049,122
simulation_subsample,total_years,2012-4,-2.32102602207888,5,31,394,4.92163118562346,4.6924,9.2118,-1121.96800891695,122
simulation_subsample,monsoonal,NEM,-2.32449455140348,5,31,353,4.93873164729789,4.7087,9.2438,-984.115356737649,122
simulation_subsample,monsoonal,SWM,-2.28470527545413,5,0,41,4.74608121762469,4.525,8.8833,-137.548318110954,122
genetics,annual,2012,-3.22722989465602,3.48071622168972,4,63,12.4846675952999,11.5021,24.0723,-23.6187736507769,122
genetics,annual,2013,-3.27698133129854,5,22,150,12.8019221365489,12.2057,23.9614,-126.497648421166,122
genetics,annual,2014,3.09438618745678,0.237883820643722,18,181,67.3218554634071,13.468,157.0212,-97.1763540383348,122
genetics,total_years,2012-4,-0.141402956124346,0.442730939477054,44,394,12.0550980793754,5.1193,30.5779,-263.235467372853,122
genetics,monsoonal,NEM,0.370047791044011,0.381925772287864,4,54,16.4320262584392,6.0705,41.671,-20.9400649379772,122
genetics,monsoonal,SWM,-3.39242908610841,5,12,209,14.3685685504162,13.6994,26.8937,-82.8250969702316,122
simulation,annual,2012,-0.381336929243932,0.635995293274754,165903,340446,3.77271612326476,2.0913,9.2933,-726656.539034395,123
simulation,annual,2013,-0.640431374049704,0.678832511731978,145000,317731,4.07945112665399,2.3503,9.9656,-663126.669610125,123
simulation,annual,2014,0.0720879784902973,0.564703454154965,152697,297086,3.50514337364764,1.7987,8.7491,-630031.43277295,123
simulation,total_years,2012-4,-0.310660309655857,0.621259244197477,463600,955263,3.76864790421401,2.0589,9.3096,-2023304.13453913,123
simulation,monsoonal,NEM,-0.429874561510434,0.656623347231632,441350,828148,3.61639906994431,2.0435,8.8728,-1868025.52142533,123
simulation,monsoonal,SWM,0.250808440417573,0.465732035449105,22250,127115,6.38286745199175,2.8303,16.1602,-126406.156900935,123
simulation_subsample,annual,2012,-0.858536452725457,0.812072105578897,3,63,3.35772819606332,2.1258,7.9934,-98.2839043396473,123
simulation_subsample,annual,2013,-2.37853189031455,4.8984214524364,17,150,5.21667264823315,4.9659,9.7777,-472.147515553316,123
simulation_subsample,annual,2014,-2.32623658116189,3.01420355471001,13,181,5.17164322821467,4.6799,10.1213,-513.291280707707,123
simulation_subsample,total_years,2012-4,-2.34950314175165,5,33,394,5.06379973380247,4.828,9.4779,-1160.74307176501,123
simulation_subsample,monsoonal,NEM,-2.33653848287243,3.21595628759809,33,332,5.17440366436466,4.7219,10.0568,-1001.3089675263,123
simulation_subsample,monsoonal,SWM,-2.30935561475256,5,0,62,4.86452760412197,4.638,9.1049,-170.000841912826,123
genetics,annual,2012,-3.08929761696129,2.73241927728885,5,63,11.2946846957403,10.08,22.3529,-24.4060779312509,123
genetics,annual,2013,-0.0237274260964598,0.467394840945573,19,150,8.2620552944574,3.6745,20.9145,-92.0248809341027,123
genetics,annual,2014,5.22399175253215,0.15,7,181,15459.1329456565,1193.6904,26982.1335,-43.8662736276687,123
genetics,total_years,2012-4,-0.414057079146317,0.456621009391364,31,394,13.6181664652172,5.9392,34.5072,-172.27985918698,123
genetics,monsoonal,NEM,1.68749839539208,0.313602424246244,5,51,17.8588522460612,5.2905,44.5405,-19.3995312906855,123
genetics,monsoonal,SWM,-2.82018349378996,1.51322073947349,11,197,10.9981156098888,8.7169,23.6538,-62.2896743620935,123
simulation,annual,2012,-0.401222474036926,0.63987721645051,165956,340446,3.7811080267335,2.1037,9.307,-727768.71213845,124
simulation,annual,2013,-0.660654894323041,0.683412162598391,144786,317731,4.08994747238872,2.3655,9.9823,-663955.876680421,124
simulation,annual,2014,0.0734075268552443,0.564891246233278,153319,297086,3.49646342897629,1.7946,8.7272,-631469.207815498,124
simulation,total_years,2012-4,-0.323372107716583,0.623764595611126,464061,955263,3.77085872155008,2.0653,9.3106,-2026909.45899846,124
simulation,monsoonal,NEM,-0.442076979756899,0.659340593772835,441334,827360,3.61917915727208,2.0501,8.8749,-1869255.80530389,124
simulation,monsoonal,SWM,0.224619365268803,0.469381107023376,22727,127903,6.32069165339483,2.821,15.997,-128826.624128935,124
simulation_subsample,annual,2012,-0.888965325629962,0.8228096369694,3,63,3.37288800117287,2.1488,8.0133,-97.2203233107084,124
simulation_subsample,annual,2013,-2.29481966650838,2.57953854372275,15,150,5.16839208955921,4.5722,10.2998,-509.997645692797,124
simulation_subsample,annual,2014,-2.32054729772211,5,13,181,4.91927564477224,4.6902,9.2074,-468.472655031486,124
simulation_subsample,total_years,2012-4,-2.33848786950492,3.30395848736682,31,394,5.16577721749181,4.7299,10.0122,-1191.37657344164,124
simulation_subsample,monsoonal,NEM,-2.33929588802998,3.20221561159641,31,340,5.19179173044332,4.7353,10.0951,-1045.56828075246,124
simulation_subsample,monsoonal,SWM,-2.32108961766152,5,0,54,4.92194418957899,4.6927,9.2124,-139.464063431147,124
genetics,annual,2012,-3.39150387725208,4.77068946954787,2,63,14.3801143389807,13.6604,27.0029,-13.15456711529,124
genetics,annual,2013,0.627988404715552,0.399655409541477,23,150,9.68289377735459,3.7418,24.5811,-129.694095378056,124
genetics,annual,2014,-3.35887454053847,5,15,181,13.8944368833962,13.2473,26.0062,-93.4479185071225,124
genetics,total_years,2012-4,-3.32792234622242,5,40,394,13.470961133217,12.8436,25.2136,-234.477664415752,124
genetics,monsoonal,NEM,2.18439752790293,0.287993922419533,6,59,22.6641092089359,6.0164,55.7136,-23.2749511154501,124
genetics,monsoonal,SWM,-3.36410014083277,5,13,203,13.9672336947281,13.3168,26.1425,-86.0380473910656,124
simulation,annual,2012,-0.385938695969631,0.637078324605479,165947,340446,3.77138231953366,2.0927,9.2881,-726051.649701752,125
simulation,annual,2013,-0.641111066767471,0.679026809716945,145143,317731,4.07914337433062,2.3506,9.9644,-664543.390331272,125
simulation,annual,2014,0.0786884913327448,0.564026603392073,153052,297086,3.49669896537357,1.7929,8.7291,-630038.018198113,125
simulation,total_years,2012-4,-0.309948414491104,0.621322495785301,464142,955263,3.76480759854346,2.057,9.3,-2024238.66469572,125
simulation,monsoonal,NEM,-0.428439989186263,0.656562653885933,441391,827392,3.61214214217418,2.041,8.8624,-1866153.42451948,125
simulation,monsoonal,SWM,0.235755312840785,0.468243404377592,22751,127871,6.32073791348737,2.8153,15.9989,-129351.251867431,125
simulation_subsample,annual,2012,-1.60804464652562,1.11711614534565,3,63,4.32402520927903,3.1234,9.7752,-103.368106233369,125
simulation_subsample,annual,2013,-2.39009294769941,5,19,150,5.27356678527332,5.028,9.8705,-484.667131561703,125
simulation_subsample,annual,2014,-2.33276174738028,5,13,181,4.97973034834149,4.7478,9.3206,-479.169271367494,125
simulation_subsample,total_years,2012-4,-2.37396773251874,4.64615474857449,35,394,5.20406134116487,4.9329,9.7908,-1161.97473792344,125
simulation_subsample,monsoonal,NEM,-2.37403996886159,4.4577739067762,35,346,5.2149130245091,4.9259,9.8416,-1032.95813337457,125
simulation_subsample,monsoonal,SWM,-2.32107280432128,5,0,48,4.92186143595236,4.6926,9.2123,-126.741045135443,125
genetics,annual,2012,-3.08929761696129,2.73241927728885,5,63,11.2946846957403,10.08,22.3529,-24.4060779312509,125
genetics,annual,2013,-3.29275248529975,5,18,150,13.0054237315231,12.3997,24.3423,-97.2110793624103,125
genetics,annual,2014,3.08998452869624,0.226436142077783,14,181,123.895802946587,22.8305,283.5838,-82.432154401963,125
genetics,total_years,2012-4,-0.220340911940517,0.438386667110073,37,394,13.7079869217291,5.771,34.7794,-217.197979014671,125
genetics,monsoonal,NEM,3.09009439035593,0.252001951896085,7,61,34.9964849039264,7.6687,83.1997,-27.0880276372605,125
genetics,monsoonal,SWM,-3.37614582751097,5,13,202,14.1364960093418,13.4781,26.4593,-81.6274947181941,125
simulation,annual,2012,-0.394600761575361,0.638782804286229,165892,340446,3.77480148639995,2.098,9.2935,-725833.384659157,126
simulation,annual,2013,-0.652965070223751,0.681422788483959,144619,317731,4.08970978080759,2.3614,9.9856,-663394.534748677,126
simulation,annual,2014,0.0735318062622033,0.564641619214219,152898,297086,3.50142392579843,1.7966,8.7399,-630021.551799575,126
simulation,total_years,2012-4,-0.318501784982131,0.62277197266084,463409,955263,3.77055351659139,2.0631,9.3116,-2022900.6909227,126
simulation,monsoonal,NEM,-0.436696457136228,0.658115542704622,440823,827580,3.61830923513384,2.0474,8.8749,-1865610.37284906,126
simulation,monsoonal,SWM,0.206526662722642,0.471318592918348,22586,127683,6.31606605851329,2.8285,15.982,-128630.713362007,126
simulation_subsample,annual,2012,-1.5963276581938,1.10873068958522,3,63,4.31211954383194,3.1065,9.7605,-103.246253359374,126
simulation_subsample,annual,2013,-2.36799386452155,4.76119478094527,18,150,5.16764614698642,4.9082,9.7051,-470.378286222135,126
simulation_subsample,annual,2014,-2.30873603400195,5,13,181,4.86151456996303,4.6351,9.0993,-466.822453907439,126
simulation_subsample,total_years,2012-4,-2.34739332983427,5,34,394,5.053127331117,4.8178,9.458,-1133.6392299283,126
