time_scale,time_id,k,theta,mdd,med,dist90,log_like,iteration
interannual,2012-4,-1.23118725738088,0.705496155684311,6.67253475458954,3.93,16.22,-596109.12317538,189
season,NEM,-1.27208533525349,0.727808491238339,6.44503120615739,3.86,15.59,-562688.846659908,189
season,SWM,-1.56821722891108,0.642574862614267,11.9998647085305,6.69,29.52,-28914.0574451487,189
annual,2012,-2.05799405044814,0.951000464592029,8.43613453334395,5.73,19.59,-51048.614076727,190
annual,2013,-1.52846274150075,0.756148256743925,7.62799745251261,4.66,18.35,-180492.622396183,190
annual,2014,-0.719081812126293,0.636097546534705,5.28605021292056,2.93,13.02,-195214.128839741,190
interannual,2012-4,-1.20902062465981,0.699124710193147,6.67622608353051,3.91,16.24,-593902.245960127,190
season,NEM,-1.25527353281898,0.722487912185438,6.44936605027975,3.85,15.62,-560522.1537888,190
season,SWM,-1.40140499690351,0.60508213570516,12.1680061125977,6.54,30.15,-28987.5478577942,190
annual,2012,-2.05295076377063,0.947155003418218,8.44660237364372,5.73,19.62,-50465.1489426382,191
annual,2013,-1.55996587007596,0.766943691244825,7.62961302657696,4.7,18.32,-179879.109547186,191
annual,2014,-0.711637023908167,0.634264718055721,5.2912674521105,2.93,13.04,-194507.199463216,191
interannual,2012-4,-1.2387943483448,0.707287028948023,6.68131414162521,3.94,16.23,-594714.052689739,191
season,NEM,-1.28290424580812,0.730464175315854,6.45931407614149,3.88,15.62,-560988.161752648,191
season,SWM,-1.51552370011845,0.633313302613211,11.8739316063062,6.56,29.26,-29366.6819583605,191
annual,2012,-2.06406559510548,0.954722350393794,8.43658710816198,5.74,19.57,-50910.8677512478,192
annual,2013,-1.53639785544989,0.758933985483978,7.62609752247793,4.67,18.34,-180443.04669708,192
annual,2014,-0.685184224576247,0.629360712311011,5.27231295455052,2.9,13,-194550.644056229,192
interannual,2012-4,-1.22133960218211,0.70258493568207,6.67565966555455,3.92,16.23,-594955.582209909,192
season,NEM,-1.2673668896455,0.726015684506834,6.45235935120174,3.86,15.62,-561464.734929341,192
season,SWM,-1.40880781950676,0.607410776111827,12.1116391424217,6.52,30,-29121.639134587,192
annual,2012,-2.03627040988322,0.938608208263697,8.42575273620222,5.69,19.6,-50678.8335703309,193
annual,2013,-1.55542984750036,0.765789998061961,7.62011226907489,4.69,18.3,-179730.474332134,193
annual,2014,-0.69835806610973,0.632453313458839,5.26547933585696,2.91,12.98,-196014.820464048,193
interannual,2012-4,-1.21487380038595,0.701227137913941,6.66487310674708,3.91,16.21,-595454.639309437,193
season,NEM,-1.25853654744268,0.723923534743871,6.43978287186532,3.85,15.59,-561990.108806154,193
season,SWM,-1.43321344656599,0.614044550386211,11.9997294034566,6.51,29.68,-29095.8217144916,193
annual,2012,-2.02437070719652,0.931707470331614,8.42426916476705,5.67,19.62,-50657.2717013236,194
annual,2013,-1.50057978709267,0.747905811829567,7.60356711696178,4.62,18.33,-179619.91536485,194
annual,2014,-0.704013800857901,0.632615851660794,5.29134414293049,2.92,13.04,-194330.627279351,194
interannual,2012-4,-1.19770897024433,0.69607937824134,6.67445713301115,3.9,16.25,-592012.415120526,194
season,NEM,-1.2403594703386,0.718329536893021,6.44280258155834,3.83,15.62,-559006.868174924,194
season,SWM,-1.47904147358673,0.619863619993375,12.2057299242758,6.66,30.16,-28550.9302709988,194
annual,2012,-2.1064542925354,0.97517153155173,8.52480366975787,5.85,19.71,-50113.175583995,195
annual,2013,-1.52009018562719,0.753830706595637,7.61652934976821,4.65,18.34,-180067.208993172,195
annual,2014,-0.713174936826779,0.636166600267464,5.25325550277728,2.91,12.94,-196400.634231273,195
interannual,2012-4,-1.22653698895026,0.704189515715895,6.67231021420998,3.92,16.22,-594536.649015013,195
season,NEM,-1.26889530147462,0.727025568068519,6.44092213482814,3.85,15.59,-561734.555126974,195
season,SWM,-1.52493445725586,0.626957913767269,12.3491450329076,6.79,30.47,-28128.8886788667,195
annual,2012,-2.05549612996362,0.947898561293207,8.45780298994671,5.74,19.65,-50436.0529975877,196
annual,2013,-1.52619389432387,0.755470978688704,7.62595841570053,4.66,18.35,-180271.466057134,196
annual,2014,-0.727212279778125,0.637590292347712,5.29297295246203,2.94,13.03,-194298.801833734,196
interannual,2012-4,-1.2286804806506,0.703953623258822,6.69221849891101,3.94,16.27,-593018.492336064,196
season,NEM,-1.27425169849882,0.727439455930165,6.46677800856291,3.87,15.65,-559709.393794534,196
season,SWM,-1.45468443652546,0.616452622142457,12.1138719265329,6.59,29.95,-28915.7984436913,196
annual,2012,-2.03573189568688,0.941281075738612,8.38357255274532,5.67,19.5,-51406.7215104845,197
annual,2013,-1.49635783842052,0.745429509540221,7.62891590098863,4.63,18.4,-179079.68687447,197
annual,2014,-0.701835250958169,0.632576126872612,5.28080413149649,2.92,13.02,-194117.389528196,197
interannual,2012-4,-1.2013966298111,0.697111067478319,6.67400020402383,3.9,16.25,-594006.319578281,197
season,NEM,-1.24448084810995,0.71933918783922,6.44749853262861,3.84,15.63,-560611.074831423,197
season,SWM,-1.44051288113889,0.61531032838044,12.0114348857968,6.52,29.71,-29091.0970681669,197
annual,2012,-2.04166091824347,0.942812520576776,8.41193298027888,5.69,19.56,-50755.6876095409,198
annual,2013,-1.5324311644044,0.758822659104289,7.59838059627727,4.65,18.27,-181366.09970445,198
annual,2014,-0.689252290765958,0.630479912741392,5.26604510841432,2.9,12.99,-195287.540980288,198
interannual,2012-4,-1.21326982224483,0.700840848546004,6.66340589193051,3.91,16.21,-596137.484018508,198
season,NEM,-1.25555878914372,0.723019750267105,6.43984580761421,3.84,15.6,-562093.773809591,198
season,SWM,-1.48575902791008,0.629256545846467,11.746254919147,6.47,28.97,-29777.0154141169,198
annual,2012,-2.05959250129052,0.948458114398106,8.48473988538297,5.76,19.71,-50077.5749127815,199
annual,2013,-1.5296661472303,0.758140907118991,7.59254366225189,4.65,18.26,-180558.610279059,199
annual,2014,-0.738239123897214,0.640590235698213,5.27943292411663,2.94,12.99,-196975.503206179,199
interannual,2012-4,-1.22557574064744,0.703857866768793,6.67373830717336,3.92,16.22,-595625.583127287,199
season,NEM,-1.27246076698182,0.727599270669127,6.45184583932742,3.86,15.61,-562405.131703842,199
season,SWM,-1.40323760891557,0.606326007669126,12.1119637813285,6.52,30,-28848.0276589031,199
annual,2012,-2.06151707693848,0.951055522309258,8.46515021390623,5.75,19.65,-50443.3696111187,200
annual,2013,-1.50665121981268,0.751401619976557,7.56958921960404,4.61,18.23,-181563.974567898,200
annual,2014,-0.741085637966935,0.640073133172896,5.30683682167771,2.95,13.06,-195775.244561228,200
interannual,2012-4,-1.23290231927942,0.705924811516135,6.67390463738944,3.93,16.22,-595708.657577208,200
season,NEM,-1.27789752281109,0.729360327186792,6.45002167953058,3.87,15.6,-561988.574823546,200
season,SWM,-1.47528090468213,0.6233986317877,11.9529138083404,6.54,29.51,-29307.4953999596,200
annual,2012,-2.05178634372993,0.94581483389858,8.45540173110843,5.73,19.65,-50707.8615692681,201
annual,2013,-1.54529478817379,0.763742228398114,7.58768993465916,4.66,18.23,-181583.298721405,201
annual,2014,-0.720461607742212,0.635711740938249,5.30272468120099,2.94,13.06,-194398.331518204,201
interannual,2012-4,-1.229052397015,0.704937324453041,6.67144675853635,3.93,16.21,-595703.432518029,201
season,NEM,-1.2724417601102,0.727908147134135,6.44523782037154,3.86,15.59,-562277.133342906,201
season,SWM,-1.45434162306602,0.616262678695482,12.1211392763698,6.59,29.97,-28944.7976394834,201
annual,2012,-2.03408290322384,0.93551588141807,8.45138792831721,5.7,19.67,-50598.5808826382,202
annual,2013,-1.56288362602895,0.766428584166663,7.663143243308,4.71,18.4,-179365.258251392,202
annual,2014,-0.72973510311415,0.638629973869612,5.28131661712803,2.93,13,-195742.994272099,202
interannual,2012-4,-1.23361731165353,0.70524065549754,6.69479850821484,3.94,16.27,-592919.773224529,202
season,NEM,-1.27741736510065,0.728386636894706,6.4673167272385,3.87,15.65,-560069.619695147,202
season,SWM,-1.45971212307793,0.614523014434874,12.2924873372935,6.67,30.4,-28361.4223232301,202
annual,2012,-2.0499846186742,0.950252631490856,8.37902414664699,5.69,19.46,-51502.1065841918,203
annual,2013,-1.57296452646242,0.769448098654045,7.6747642675328,4.73,18.42,-179276.020598222,203
annual,2014,-0.732080697032001,0.639752212758117,5.26688918186462,2.93,12.96,-196828.333501626,203
interannual,2012-4,-1.233058754084,0.705797112196773,6.67795000777886,3.93,16.23,-595435.788755633,203
season,NEM,-1.27869183979947,0.729245434912041,6.45754927738984,3.87,15.62,-561071.519714046,203
season,SWM,-1.42197667155526,0.615009760201738,11.808524812598,6.41,29.2,-30109.6639271956,203
annual,2012,-2.00295756005985,0.918412523762827,8.43969635367515,5.65,19.71,-50105.8459661492,204
annual,2013,-1.48112747002536,0.742656103079672,7.57799137373954,4.59,18.28,-180775.416767349,204
annual,2014,-0.718986061093849,0.635951696905616,5.28907964102231,2.93,13.03,-194881.721023247,204
interannual,2012-4,-1.21243282607149,0.699979178491697,6.67846081130963,3.92,16.25,-592421.389222531,204
season,NEM,-1.25213679772567,0.721574200231802,6.44871494594526,3.84,15.62,-558631.592994158,204
season,SWM,-1.52526999751678,0.634600920797199,11.919068996849,6.6,29.37,-29412.7541280157,204
annual,2012,-2.03852108870576,0.937849006063226,8.45554282576352,5.71,19.68,-50618.6134899136,205
annual,2013,-1.53596046471903,0.757786022508512,7.64844307649139,4.68,18.4,-179971.087108677,205
annual,2014,-0.710196512104603,0.633303540344813,5.30719515092824,2.93,13.08,-192475.295839868,205
interannual,2012-4,-1.22513266494514,0.702697175782571,6.69835080482682,3.94,16.29,-591637.180810353,205
season,NEM,-1.26935820639578,0.72570818988367,6.47174049989535,3.87,15.67,-558139.023545884,205
season,SWM,-1.47773357995174,0.622344409363832,12.0434689623169,6.59,29.74,-29153.65006666,205
annual,2012,-2.05883082897518,0.952702601187591,8.41992659118697,5.72,19.54,-51009.7532002355,206
annual,2013,-1.57355761178791,0.770898022810604,7.64803130479041,4.72,18.35,-179633.102117458,206
annual,2014,-0.69222305866612,0.631241600252781,5.26291837745079,2.9,12.98,-194684.505640019,206
interannual,2012-4,-1.22438734479044,0.703478061131585,6.6748011793143,3.92,16.23,-593926.621683465,206
season,NEM,-1.26799262171912,0.726320744950565,6.44995227894709,3.86,15.61,-560834.420001388,206
season,SWM,-1.46564406269636,0.619117864928026,12.0873788268891,6.59,29.87,-28683.5956028467,206
annual,2012,-2.04402882347649,0.942362215900314,8.43819490686848,5.71,19.62,-50793.4515379213,207
annual,2013,-1.55409439930884,0.764570421820197,7.63656139171392,4.69,18.35,-180158.683586993,207
annual,2014,-0.695144912237937,0.631139681665885,5.28083327016346,2.91,13.02,-194217.316629445,207
interannual,2012-4,-1.21328733511262,0.700344787484258,6.67539356929372,3.91,16.24,-593357.563971988,207
season,NEM,-1.2589056509511,0.723523192637987,6.45068362232622,3.85,15.62,-559981.252383957,207
season,SWM,-1.40982164607412,0.607470406717923,12.120203668401,6.53,30.02,-29021.7426716473,207
annual,2012,-2.04929939782713,0.94304177612432,8.47320386521745,5.74,19.7,-50118.5588088374,208
annual,2013,-1.52368163270113,0.755554091107917,7.60495405184608,4.64,18.3,-181377.109420334,208
annual,2014,-0.731314593603575,0.639410987202744,5.27098034783659,2.93,12.98,-195434.325016599,208
interannual,2012-4,-1.2318333438159,0.705374962979804,6.67970067831078,3.93,16.23,-594840.717953688,208
season,NEM,-1.27770916715922,0.729090993231386,6.45443560960676,3.87,15.61,-562145.556686215,208
season,SWM,-1.4546249257254,0.613213768001798,12.3106459873366,6.67,30.46,-28169.935156028,208
annual,2012,-2.06099595676272,0.949830612812233,8.47762644691472,5.76,19.69,-50424.2716289279,209
annual,2013,-1.53892564204595,0.760276665493117,7.61550927640631,4.67,18.31,-180205.231223728,209
annual,2014,-0.665933081043412,0.625838052293863,5.25889549326529,2.89,12.98,-194053.730003351,209
interannual,2012-4,-1.21659288671045,0.701349140224751,6.67342587876206,3.92,16.23,-593429.183127315,209
season,NEM,-1.26162776291944,0.724747365872125,6.44220643135866,3.85,15.6,-559990.066703292,209
season,SWM,-1.47164250402807,0.617651158265949,12.248195724079,6.67,30.28,-28864.1217027076,209
annual,2012,-2.06797838446372,0.95726038251299,8.43527494382702,5.75,19.56,-50727.2360012561,210
annual,2013,-1.56700771933222,0.768101047649276,7.65830972821522,4.72,18.39,-179838.965509883,210
annual,2014,-0.643336335834984,0.620707565988572,5.27025567631621,2.88,13.02,-193986.17658868,210
interannual,2012-4,-1.19585529243567,0.695727702067452,6.67065329846728,3.9,16.24,-594299.466938729,210
season,NEM,-1.24032149693885,0.718499827693317,6.43886682521611,3.83,15.61,-560820.032261397,210
season,SWM,-1.47390973972942,0.619523370281677,12.1634969600436,6.63,30.06,-29007.9301846359,210
annual,2012,-2.02779814389668,0.932467817495919,8.44218539272407,5.69,19.66,-50500.4350672994,211
annual,2013,-1.56803521957904,0.769661993369196,7.63241864856039,4.71,18.32,-180771.491699145,211
annual,2014,-0.680570029523087,0.628176823841377,5.2774453617208,2.9,13.02,-194275.76768305,211
interannual,2012-4,-1.21454521465424,0.700364719622137,6.6833172855332,3.92,16.26,-592728.631966417,211
season,NEM,-1.25541242538392,0.722331068291594,6.45361953753117,3.85,15.63,-559120.244295897,211
season,SWM,-1.517824415915,0.631835122076137,11.9833343640927,6.62,29.54,-29219.1512549653,211
annual,2012,-2.04811988180096,0.941537484532513,8.48444177857745,5.74,19.73,-50356.9444513968,212
annual,2013,-1.54742907841336,0.763343622584207,7.61263242915609,4.67,18.29,-181330.9791395,212
annual,2014,-0.677594884884693,0.62850101673065,5.25370943159817,2.89,12.96,-194668.249797789,212
interannual,2012-4,-1.22098404561165,0.70262865096249,6.67224749329751,3.92,16.22,-595369.326175718,212
season,NEM,-1.26731309456046,0.726137504807741,6.4494383964005,3.86,15.61,-562156.797485964,212
season,SWM,-1.40280815521143,0.605998690273547,12.1272869769579,6.52,30.04,-28837.3873013941,212
annual,2012,-2.05789558933629,0.951977200662169,8.42194211388597,5.72,19.55,-51096.650756271,213
annual,2013,-1.59265123302422,0.777793716505295,7.64761699510863,4.74,18.33,-181541.445665307,213
annual,2014,-0.695401647155915,0.629721429311594,5.31742673589955,2.93,13.11,-192981.282508978,213
interannual,2012-4,-1.23503893198503,0.705415914419791,6.70017982451038,3.94,16.28,-592447.109914818,213
season,NEM,-1.28272877487651,0.729775954572377,6.47254913851432,3.88,15.65,-559643.969697672,213
season,SWM,-1.43807973038143,0.608444959398462,12.4053289017423,6.69,30.72,-28261.2368116536,213
annual,2012,-2.03943145948554,0.938339171109945,8.45625734116936,5.71,19.68,-50612.3360166048,214
annual,2013,-1.49182923254192,0.74574811730126,7.58704441654941,4.6,18.29,-180583.223672893,214
annual,2014,-0.681276654528043,0.629124300429421,5.25760279536505,2.89,12.97,-196558.970878348,214
interannual,2012-4,-1.20208246053362,0.697811158296406,6.66163158683975,3.9,16.21,-596665.485439999,214
season,NEM,-1.24806972333588,0.720983426650403,6.43519318384135,3.83,15.59,-563444.683506047,214
season,SWM,-1.43272810951681,0.611413423461103,12.1539055728795,6.57,30.08,-28793.2216943132,214
annual,2012,-2.06054811008738,0.954493625889209,8.41005831652733,5.72,19.51,-51072.1328266937,215
annual,2013,-1.56384907850863,0.767635518896427,7.64424854924419,4.71,18.35,-180435.012587329,215
annual,2014,-0.697425700209582,0.630908678302973,5.298612951479,2.92,13.06,-193965.82218553,215
interannual,2012-4,-1.23064914937949,0.704932826872644,6.68221406577463,3.93,16.24,-594755.539362361,215
season,NEM,-1.27981513253415,0.729505864069412,6.45935849769976,3.87,15.62,-561163.713303224,215
season,SWM,-1.37714523829619,0.600903647712097,12.1394413955721,6.49,30.1,-29194.6637523175,215
annual,2012,-2.04259178200193,0.940331544209424,8.45469370251818,5.72,19.66,-50879.0392258216,216
annual,2013,-1.52716596973955,0.756173582103109,7.61754263985995,4.65,18.33,-179221.199644901,216
annual,2014,-0.686187713270635,0.62820376539037,5.30649949828782,2.92,13.09,-193794.909870619,216
interannual,2012-4,-1.21473321744542,0.700176213044237,6.68910200087075,3.92,16.27,-592004.02779301,216
season,NEM,-1.26188426415342,0.723943790176458,6.46094565911805,3.86,15.64,-559206.758066191,216
season,SWM,-1.41029185940698,0.60315542643685,12.4006896167498,6.65,30.74,-28312.6906292997,216
annual,2012,-2.06267971619786,0.953296647863118,8.44428481390625,5.74,19.6,-50660.9708366159,217
annual,2013,-1.53662542861554,0.759229174419084,7.62125537214215,4.67,18.33,-180376.961254416,217
annual,2014,-0.688915172279734,0.630450175223857,5.2650039737865,2.9,12.98,-194979.347211183,217
interannual,2012-4,-1.20782468121525,0.698947391758685,6.67251448703071,3.91,16.24,-593098.411626292,217
season,NEM,-1.25616837641962,0.722962419501176,6.44499601191579,3.85,15.61,-559689.872410118,217
season,SWM,-1.38289817171919,0.599657678609332,12.2904193967776,6.56,30.48,-28944.6768942736,217
annual,2012,-2.02165713774557,0.931111284485668,8.41004445382511,5.66,19.59,-50492.4947698893,218
annual,2013,-1.54728235017255,0.76074712916041,7.66891563308495,4.7,18.44,-178956.17957584,218
annual,2014,-0.758313099052359,0.643798769507497,5.30970521726388,2.97,13.06,-195690.040035597,218
interannual,2012-4,-1.23536004102968,0.705941191545557,6.68994174990818,3.94,16.26,-594276.423658101,218
season,NEM,-1.27782549131993,0.72866612420049,6.46408751202823,3.87,15.64,-560867.808636214,218
season,SWM,-1.49536485407797,0.62598032445822,12.0452887471402,6.61,29.73,-28993.8223843652,218
annual,2012,-2.05901911062919,0.95021493899079,8.45558643680198,5.74,19.63,-50592.6393833274,219
annual,2013,-1.53837747740436,0.760237100844519,7.61221253758204,4.66,18.3,-181299.953638911,219
annual,2014,-0.716477039254316,0.635265005645316,5.29248954328195,2.93,13.04,-195608.487690816,219
interannual,2012-4,-1.23422798189854,0.705946071237718,6.68225787385221,3.94,16.24,-595600.294086182,219
season,NEM,-1.27863302054454,0.729311430930783,6.45578945012659,3.87,15.62,-562504.974479276,219
season,SWM,-1.54041620729518,0.635021718041316,12.0775360612076,6.69,29.76,-28590.0130680053,219
annual,2012,-2.0295591500183,0.933038483442112,8.44881452432257,5.69,19.68,-50514.0760890015,220
annual,2013,-1.55426333582744,0.764519144291312,7.63897540768714,4.69,18.35,-179427.912918754,220
annual,2014,-0.698044717720161,0.631602785243414,5.28472613287172,2.92,13.03,-193866.115601454,220
interannual,2012-4,-1.22225109984044,0.702495352777527,6.68388020474457,3.93,16.25,-592748.241081021,220
season,NEM,-1.26206395779708,0.724216651844438,6.45629328902427,3.86,15.63,-559124.342497342,220
season,SWM,-1.54908263676717,0.640283853282766,11.8941014044223,6.62,29.27,-29257.8716561458,220
annual,2012,-2.02377683119304,0.929739389763446,8.44782025385324,5.68,19.68,-50039.2760374803,221
annual,2013,-1.52717211252896,0.754880947167129,7.64677244337666,4.67,18.4,-179102.042403955,221
annual,2014,-0.703539999080354,0.633327563939229,5.27139813291228,2.91,12.99,-195743.201948117,221
interannual,2012-4,-1.21453011787545,0.700814306949696,6.67244391262892,3.91,16.23,-593999.396792184,221
season,NEM,-1.26015323101001,0.724070759595404,6.44706988941545,3.85,15.61,-560837.314976431,221
season,SWM,-1.44816332322841,0.615555876723921,12.0888852415841,6.57,29.9,-28766.2602042147,221
annual,2012,-2.09915521269848,0.973506373792654,8.48431529212204,5.82,19.62,-50912.2642070103,222
annual,2013,-1.51824815562316,0.753520978652019,7.60952499549432,4.64,18.32,-179377.798818843,222
annual,2014,-0.69143641100708,0.630798723384736,5.26968397015664,2.91,12.99,-195042.717592818,222
interannual,2012-4,-1.19950295196545,0.696948216405927,6.665318183903,3.9,16.22,-593676.535039923,222
season,NEM,-1.24875986316888,0.721071502765222,6.43774504055312,3.84,15.6,-560772.721800861,222
season,SWM,-1.35546867705568,0.592327895367725,12.4406278886404,6.59,30.9,-28408.7605737065,222
annual,2012,-2.05728176728084,0.949575951574061,8.44970646768033,5.74,19.62,-50556.774629049,223
annual,2013,-1.53074241270971,0.757789674267976,7.60855548884366,4.65,18.3,-179963.160847482,223
annual,2014,-0.709653339987592,0.634583622830542,5.27301709553398,2.92,12.99,-195402.123178676,223
interannual,2012-4,-1.22406050107353,0.703437058383986,6.67359151574316,3.92,16.22,-594064.304212997,223
season,NEM,-1.27023124234576,0.727080982542708,6.44836610029509,3.86,15.6,-560687.071308185,223
season,SWM,-1.43248095407708,0.611406607086246,12.1513214632754,6.57,30.07,-28928.2948165115,223
annual,2012,-2.10918908128136,0.980686236493013,8.477281522807,5.83,19.58,-51065.5471642911,224
annual,2013,-1.54215709510008,0.75980557588992,7.65065037156326,4.69,18.4,-179732.168566166,224
annual,2014,-0.727614821473702,0.63741858994093,5.29924965490716,2.94,13.05,-195524.973302497,224
interannual,2012-4,-1.23526553498303,0.705833274637147,6.69185098781922,3.94,16.26,-593657.035034749,224
season,NEM,-1.28274770957314,0.729896569259011,6.4701486892134,3.88,15.65,-560175.371427444,224
season,SWM,-1.36744084280634,0.599163515700019,12.1337739977923,6.48,30.1,-29143.7489517659,224
annual,2012,-2.07233674582907,0.959020404464506,8.4483920840442,5.76,19.59,-50741.6168962251,225
annual,2013,-1.54960884607028,0.762637826674131,7.64479101829577,4.69,18.37,-180677.954002492,225
annual,2014,-0.689842183616431,0.629690870708858,5.2887065243693,2.91,13.04,-193447.75923291,225
interannual,2012-4,-1.21019514002705,0.698667935384372,6.6951037734976,3.92,16.29,-590110.183214516,225
season,NEM,-1.25677651746462,0.722267108614153,6.46380100808631,3.85,15.66,-556827.797897942,225
season,SWM,-1.39271725907618,0.599786754478768,12.403181966659,6.63,30.76,-28810.3340704308,225
annual,2012,-2.08059952315659,0.960827840932656,8.49410969083485,5.79,19.69,-50295.0113576542,226
annual,2013,-1.56641703176943,0.770363197077151,7.60504040450067,4.69,18.25,-181985.973095794,226
annual,2014,-0.690657377028827,0.63025867249294,5.27892328349776,2.91,13.02,-194826.085539801,226
interannual,2012-4,-1.23602083648428,0.706695731255414,6.67663557329322,3.93,16.22,-596015.080110424,226
season,NEM,-1.27917386653336,0.729696250171276,6.45124309216991,3.87,15.6,-562486.629530588,226
season,SWM,-1.5160875959582,0.630719458314302,12.0250586044831,6.63,29.65,-29060.3442978482,226
annual,2012,-2.06503190193721,0.951462458163233,8.48934363526353,5.77,19.71,-50604.8942423914,227
annual,2013,-1.54624147893518,0.763195599119884,7.60684095740815,4.67,18.28,-181054.594675934,227
annual,2014,-0.694828280422957,0.63046459786455,5.29587068938424,2.92,13.06,-193934.712247698,227
interannual,2012-4,-1.229336050724,0.704153103022999,6.69187555384821,3.94,16.27,-593338.158731204,227
season,NEM,-1.26997748158889,0.726206172405895,6.46519134796793,3.87,15.65,-559849.065911619,227
season,SWM,-1.53657603336365,0.63651668056038,11.9489810490309,6.63,29.43,-29119.6534744787,227
annual,2012,-2.10314263865329,0.974088290991314,8.51064959336063,5.84,19.68,-50943.0443192021,228
annual,2013,-1.55856851433704,0.765950665841116,7.64055945661821,4.7,18.35,-180233.262605988,228
annual,2014,-0.662492263533465,0.624905532519933,5.26426519293424,2.89,13,-194737.502988902,228
interannual,2012-4,-1.21463254417927,0.700617269216691,6.67784474187702,3.92,16.24,-593679.993958766,228
season,NEM,-1.26215861258502,0.724443170116994,6.45208610685999,3.85,15.62,-560518.262332832,228
season,SWM,-1.38562664542104,0.600444764312586,12.2726182678467,6.56,30.44,-28735.7063341013,228
annual,2012,-2.03289382414745,0.935707362694364,8.43860252075221,5.69,19.64,-50397.223199143,229
annual,2013,-1.54395432335178,0.760660027067739,7.64537104946733,4.69,18.38,-179520.645249102,229
annual,2014,-0.676974768456274,0.627275110468427,5.28102508664552,2.9,13.03,-194743.871295733,229
interannual,2012-4,-1.21059215325776,0.699191004188333,6.68512751940722,3.92,16.27,-591689.634716344,229
season,NEM,-1.26117803129761,0.723894994608274,6.45742417473393,3.86,15.64,-558603.136826879,229
season,SWM,-1.33208371657812,0.588139734198614,12.4379558010183,6.56,30.92,-28618.9935597854,229
annual,2012,-2.05529173890346,0.947578546683254,8.46051372952735,5.74,19.65,-50525.9924754048,230
annual,2013,-1.57123853216212,0.76919508278395,7.66700459450037,4.73,18.4,-179352.306280883,230
annual,2014,-0.656546301362189,0.623786826169707,5.26125664685613,2.88,12.99,-195773.839392777,230
interannual,2012-4,-1.2053819334502,0.698207593719157,6.6740576878145,3.91,16.24,-593780.983490164,230
season,NEM,-1.24582237023264,0.719964264880046,6.4426462805568,3.84,15.61,-559878.335695037,230
season,SWM,-1.5046709263341,0.628810966005965,11.9956850765435,6.6,29.59,-29481.4460364484,230
annual,2012,-2.03084340065571,0.930818435894838,8.49193128576316,5.72,19.78,-49844.4400947974,231
annual,2013,-1.54516503663665,0.762844702190611,7.60635062798889,4.67,18.28,-181263.038936702,231
annual,2014,-0.692601370954225,0.630671034268658,5.2789818012061,2.91,13.02,-195572.741742025,231
interannual,2012-4,-1.20943523662712,0.699186415696402,6.6775083560964,3.91,16.25,-594213.114426872,231
season,NEM,-1.25675236408791,0.722922356074257,6.44961659224513,3.85,15.62,-560791.740097872,231
season,SWM,-1.42772896371603,0.60983256510559,12.190813333091,6.58,30.18,-28976.1799106317,231
annual,2012,-2.00747786210951,0.925669058315943,8.37014874970793,5.62,19.52,-51186.5430540569,232
annual,2013,-1.54083807015498,0.759575521649013,7.64569395725305,4.68,18.39,-178872.252309424,232
annual,2014,-0.722833431616362,0.636970634442911,5.28476478802889,2.93,13.02,-196728.714067776,232
interannual,2012-4,-1.21926701977854,0.701795014301644,6.6806369946949,3.92,16.25,-594383.401466224,232
season,NEM,-1.26644616476859,0.725452113459647,6.45834599709101,3.86,15.63,-560827.797732544,232
season,SWM,-1.38233247459036,0.603220148542064,12.0546878540046,6.46,29.88,-29257.0035427652,232
annual,2012,-2.0537820390016,0.948227104960864,8.4387737835258,5.73,19.6,-50577.7703214804,233
annual,2013,-1.57966513961791,0.773035737440446,7.64898369456613,4.73,18.35,-180239.291191095,233
annual,2014,-0.678594569430486,0.627689856248947,5.27918943247373,2.9,13.03,-195286.396485175,233
interannual,2012-4,-1.22603717271269,0.703253351968949,6.69116127981092,3.93,16.27,-593187.978847421,233
season,NEM,-1.27593985853887,0.727880356720321,6.46840837166768,3.87,15.65,-560014.477261535,233
season,SWM,-1.34026604917816,0.59151261431577,12.3079217711986,6.52,30.57,-28794.2258586223,233
annual,2012,-2.05350197780902,0.943490777120128,8.50254599175571,5.76,19.77,-49707.1400789955,234
annual,2013,-1.55163572294024,0.764349633278342,7.62263733975567,4.68,18.31,-180775.813994343,234
annual,2014,-0.721414038739746,0.63718419029136,5.27212599098456,2.93,12.98,-196762.121432552,234
interannual,2012-4,-1.21967159805977,0.702047555735287,6.67731624012812,3.92,16.24,-595770.856828651,234
season,NEM,-1.26773783236638,0.726028064991067,6.45449146350165,3.86,15.62,-562406.581918912,234
season,SWM,-1.40420609551568,0.606568921616645,12.1084875825338,6.52,29.99,-28999.2843178404,234
annual,2012,-2.09063164435929,0.969207048589456,8.46807117521536,5.8,19.6,-50963.1961446162,235
annual,2013,-1.53523697234699,0.758665015244687,7.62324559605875,4.67,18.33,-180235.496832769,235
annual,2014,-0.656864186409734,0.623535533253033,5.26930433006264,2.89,13.01,-193344.708945232,235
interannual,2012-4,-1.21888616886835,0.701782256197003,6.67839753690552,3.92,16.24,-593783.601277183,235
season,NEM,-1.2663646403469,0.725601190960597,6.45466094112036,3.86,15.62,-560204.646859676,235
season,SWM,-1.40212229862917,0.606730153634957,12.0732252407467,6.5,29.91,-29228.1533976254,235
annual,2012,-2.0523599667088,0.945904856286454,8.45899778764718,5.73,19.66,-50446.1610182209,236
